Customer Id,Customer Name,Email,Location,Marital Status,Income Level,Frequency,Occupation,Age,Gender,Subscription Status,Payment Method,,Interest,Category,Item Purchased
4404,Parker Jackson,parker.jackson@outlook.com,Hyderabad,Single,2200000,Half Yearly,Teacher,34,Female,Yes,Cash,,"Technology, Gadgets, Dancing",Smartphones,Xiaomi
4405,Brett Flynn,brett.flynn@outlook.com,Varanasi,Single,2100000,Quarterly,Engineer,40,Female,No,PayPal,,"Gadgets, Technology, Electronics",Smartphones,Google Pixel
4406,Sandra Anthony,sandra.anthony@gmail.com,Pune,Single,2100000,Yearly,Doctor,45,Male,No,PayPal,,"Technology, Cars, Photography, Hiking",Automobiles,Electric Car
4407,Hannah Long,hannah.long@gmail.com,Agra,Married,700000,Half Yearly,Manager,39,Female,Yes,Bank Transfer,,"Fashion, Beauty, Fitness",Beauty Products,Face Cream
4408,Nathan Meyer,nathan.meyer@yahoo.com,Varanasi,Single,700000,Yearly,Teacher,49,Female,Yes,Cash,,"Electronics, Technology, Photography, Cooking",Watches,Digital
4409,Michael Mckinney,michael.mckinney@yahoo.com,Patna,Single,3000000,Quarterly,Engineer,63,Female,No,Venmo,,"Technology, Electronics, Painting",Watches,Luxury Watch
4410,Mr. Eric Morris MD,mr..eric.morris.md@hotmail.com,Srinagar,Single,2000000,Quarterly,Doctor,47,Female,No,Cash,,"Electronics, Technology, Photography, Fashion",Watches,Digital
4411,Jessica Miller,jessica.miller@gmail.com,Vadodara,Single,800000,Yearly,Engineer,63,Female,Yes,Cash,,"Technology, Electronics, Fitness, Painting",Watches,Luxury Watch
4412,Kayla Fry,kayla.fry@gmail.com,Chennai,Single,1400000,Half Yearly,Entrepreneur,30,Male,No,Venmo,,"Fashion, Shopping, Hiking, Reading",Clothes,Jeans
4413,Mark Gonzalez,mark.gonzalez@yahoo.com,Hyderabad,Married,600000,Monthly,Chef,62,Male,No,Cash,,"Fashion, Shopping, Music",Clothes,Dress
4414,Kara Beck,kara.beck@outlook.com,Pune,Married,800000,Quarterly,Banker,69,Male,Yes,Cash,,"Shopping, Fashion, Music",Clothes,Dress
4415,Carlos Wise,carlos.wise@outlook.com,Vadodara,Married,900000,Half Yearly,Doctor,62,Male,Yes,Venmo,,"Reading, Writing, Cooking, Movies",Books,Fiction
4416,Mason Nelson,mason.nelson@gmail.com,Kanpur,Single,500000,Monthly,Artist,46,Female,No,Venmo,,"Shopping, Fashion, Cycling, Movies",Clothes,T-Shirt
4417,Renee Mcdaniel,renee.mcdaniel@hotmail.com,Vadodara,Single,1100000,Monthly,Entrepreneur,43,Male,No,PayPal,,"Gadgets, Technology, Writing, Sports",Smartphones,Google Pixel
4418,Jennifer Long,jennifer.long@yahoo.com,Lucknow,Married,800000,Half Yearly,Manager,24,Male,No,Cash,,"Technology, Electronics, Travel",Watches,Sports Watch
4419,Randall Gomez,randall.gomez@hotmail.com,Patna,Single,2300000,Half Yearly,Lawyer,63,Female,Yes,PayPal,,"Technology, Gadgets, Dancing, Fashion",Smartphones,Huawei
4420,Kimberly Thompson,kimberly.thompson@hotmail.com,Thane,Married,1600000,Quarterly,Manager,56,Female,No,Cash,,"Fashion, Beauty, Painting",Beauty Products,Conditioner
4421,Kent Jones,kent.jones@outlook.com,Hyderabad,Single,1600000,Monthly,Lawyer,44,Male,Yes,Cash,,"Technology, Cars, Art",Automobiles,Luxury Car
4422,Chelsea Adams,chelsea.adams@hotmail.com,Agra,Married,2300000,Monthly,Entrepreneur,54,Female,Yes,Venmo,,"Technology, Gadgets, Dancing",Smartphones,iPhone
4423,Lori Ford,lori.ford@outlook.com,Varanasi,Single,2700000,Monthly,Banker,51,Male,No,Debit Card,,"Technology, Electronics, Yoga",Watches,Smartwatch
4424,John Arellano,john.arellano@yahoo.com,Kolkata,Married,1100000,Quarterly,Chef,21,Male,No,PayPal,,"Fashion, Beauty, Cooking, Gardening",Beauty Products,Conditioner
4425,Samuel Mendez,samuel.mendez@outlook.com,Kanpur,Single,2800000,Half Yearly,Lawyer,69,Male,No,PayPal,,"Reading, Writing, Gardening",Books,Non-Fiction
4426,Trevor Bowman,trevor.bowman@gmail.com,Bangalore,Single,2000000,Quarterly,Manager,35,Male,No,PayPal,,"Technology, Electronics, Hiking, Painting",Watches,Analog
4427,Shannon Steele,shannon.steele@gmail.com,Visakhapatnam,Married,900000,Half Yearly,Manager,29,Male,No,Venmo,,"Fashion, Beauty, Cooking, Cycling",Beauty Products,Face Cream
4428,Maria Brown,maria.brown@outlook.com,Srinagar,Married,2400000,Half Yearly,Doctor,28,Male,Yes,Bank Transfer,,"Technology, Gadgets, Art, Yoga",Smartphones,Huawei
4429,Paul Byrd,paul.byrd@hotmail.com,Kolkata,Married,2000000,Monthly,Manager,59,Male,No,Debit Card,,"Technology, Cars, Yoga",Automobiles,Electric Car
4430,Ashley Butler,ashley.butler@gmail.com,Indore,Single,400000,Monthly,Chef,53,Female,No,Bank Transfer,,"Electronics, Technology, Travel",Watches,Smartwatch
4431,Mrs. Jessica Skinner DVM,mrs..jessica.skinner.dvm@yahoo.com,Thane,Married,3000000,Quarterly,Manager,61,Female,No,Bank Transfer,,"Reading, Writing, Gaming, Cycling",Books,Science
4432,Madison Ford,madison.ford@outlook.com,Srinagar,Married,800000,Yearly,Lawyer,26,Female,No,Venmo,,"Writing, Reading, Electronics",Books,Self-Help
4433,James Mendoza,james.mendoza@outlook.com,Varanasi,Single,500000,Half Yearly,Teacher,63,Female,Yes,Credit Card,,"Technology, Electronics, Hiking, Sports",Watches,Digital
4434,Joshua Jackson,joshua.jackson@gmail.com,Chennai,Married,300000,Half Yearly,Lawyer,22,Female,Yes,Debit Card,,"Electronics, Technology, Writing, Yoga",Watches,Luxury Watch
4435,Roy Ford,roy.ford@outlook.com,Visakhapatnam,Single,1200000,Yearly,Teacher,57,Female,Yes,Bank Transfer,,"Technology, Cars, Art",Automobiles,Hatchback
4436,Stephanie Hunt,stephanie.hunt@gmail.com,Indore,Single,600000,Half Yearly,Teacher,42,Male,Yes,Debit Card,,"Cars, Technology, Art, Movies",Automobiles,SUV
4437,George Richards,george.richards@yahoo.com,Visakhapatnam,Single,1800000,Monthly,Lawyer,36,Male,No,Debit Card,,"Electronics, Technology, Cooking",Watches,Sports Watch
4438,Amber Peterson,amber.peterson@gmail.com,Jaipur,Single,3000000,Yearly,Teacher,59,Female,Yes,Credit Card,,"Shopping, Fashion, Gaming, Dancing",Clothes,Dress
4439,Lynn Hood,lynn.hood@outlook.com,Srinagar,Married,2600000,Quarterly,Entrepreneur,36,Male,No,Venmo,,"Beauty, Fashion, Movies",Beauty Products,Lipstick
4440,Ms. Melinda Farmer,ms..melinda.farmer@hotmail.com,Kanpur,Single,2300000,Half Yearly,Engineer,56,Female,No,Venmo,,"Technology, Electronics, Painting",Watches,Sports Watch
4441,Stephen Brown II,stephen.brown.ii@hotmail.com,Chennai,Single,2600000,Half Yearly,Doctor,31,Female,No,Credit Card,,"Reading, Writing, Art, Travel",Books,History
4442,Laura Hartman,laura.hartman@gmail.com,Thane,Married,1000000,Half Yearly,Lawyer,60,Male,Yes,Credit Card,,"Electronics, Technology, Dancing, Painting",Watches,Digital
4443,Carolyn Morris,carolyn.morris@gmail.com,Surat,Married,1900000,Monthly,Artist,22,Male,No,Credit Card,,"Gadgets, Technology, Electronics",Smartphones,Xiaomi
4444,Cathy Edwards,cathy.edwards@hotmail.com,Chennai,Married,100000,Quarterly,Entrepreneur,49,Male,Yes,Bank Transfer,,"Gadgets, Technology, Fashion, Gaming",Smartphones,Samsung Galaxy
4445,Katherine Lester,katherine.lester@hotmail.com,Chennai,Married,2900000,Monthly,Banker,55,Male,No,Venmo,,"Reading, Writing, Sports, Travel",Books,Fiction
4446,Bonnie Johnson,bonnie.johnson@yahoo.com,Agra,Single,1100000,Quarterly,Entrepreneur,19,Female,No,Credit Card,,"Fashion, Shopping, Dancing",Clothes,Dress
4447,Theresa Rose,theresa.rose@gmail.com,Vadodara,Single,1200000,Monthly,Manager,60,Female,No,Debit Card,,"Technology, Gadgets, Painting, Gardening",Smartphones,Google Pixel
4448,Wendy Kennedy,wendy.kennedy@hotmail.com,Chennai,Single,500000,Yearly,Teacher,35,Male,Yes,Bank Transfer,,"Fashion, Shopping, Photography, Writing",Clothes,Dress
4449,Christina Cooper,christina.cooper@yahoo.com,Mumbai,Married,1900000,Monthly,Chef,25,Male,Yes,Debit Card,,"Shopping, Fashion, Gaming",Clothes,Shoes
4450,Marc Stephens,marc.stephens@outlook.com,Bangalore,Single,3000000,Half Yearly,Manager,68,Male,Yes,Venmo,,"Fashion, Shopping, Music",Clothes,T-Shirt
4451,Michael Malone DVM,michael.malone.dvm@gmail.com,Varanasi,Married,2600000,Half Yearly,Doctor,68,Female,Yes,Cash,,"Beauty, Fashion, Movies, Dancing",Beauty Products,Conditioner
4452,Nathaniel Myers,nathaniel.myers@yahoo.com,Surat,Married,400000,Half Yearly,Banker,44,Female,No,Debit Card,,"Gadgets, Technology, Electronics",Smartphones,Google Pixel
4453,Xavier Anderson,xavier.anderson@yahoo.com,Varanasi,Single,400000,Monthly,Engineer,37,Female,Yes,Venmo,,"Fashion, Shopping, Cycling, Painting",Clothes,T-Shirt
4454,Lori Jones,lori.jones@yahoo.com,Patna,Married,2200000,Yearly,Doctor,60,Male,No,Debit Card,,"Technology, Cars, Cycling, Electronics",Automobiles,Hatchback
4455,Donna Foster,donna.foster@hotmail.com,Ahmedabad,Single,1500000,Quarterly,Entrepreneur,29,Female,No,Credit Card,,"Shopping, Fashion, Photography",Clothes,T-Shirt
4456,Daisy Thornton,daisy.thornton@gmail.com,Srinagar,Single,1600000,Yearly,Chef,45,Male,Yes,Cash,,"Technology, Electronics, Dancing",Watches,Smartwatch
4457,Christina Davis,christina.davis@gmail.com,Mumbai,Married,700000,Yearly,Chef,29,Male,No,Cash,,"Technology, Electronics, Writing, Cooking",Watches,Smartwatch
4458,David Mason,david.mason@yahoo.com,Srinagar,Single,800000,Monthly,Chef,47,Female,No,Debit Card,,"Gadgets, Technology, Art",Smartphones,iPhone
4459,Maria Reilly,maria.reilly@hotmail.com,Indore,Married,1800000,Yearly,Manager,49,Female,Yes,Debit Card,,"Fashion, Beauty, Writing, Cycling",Beauty Products,Shampoo
4460,Vincent Herring,vincent.herring@gmail.com,Ahmedabad,Married,1600000,Yearly,Doctor,25,Male,No,Cash,,"Writing, Reading, Cooking, Music",Books,Fiction
4461,Jacob Thomas,jacob.thomas@outlook.com,Indore,Married,300000,Half Yearly,Chef,39,Female,Yes,Bank Transfer,,"Fashion, Beauty, Electronics",Beauty Products,Conditioner
4462,Jason Velez,jason.velez@hotmail.com,Jaipur,Single,2100000,Monthly,Engineer,28,Male,No,Debit Card,,"Technology, Gadgets, Painting",Smartphones,OnePlus
4463,Terry Martinez,terry.martinez@gmail.com,Pune,Married,2800000,Quarterly,Teacher,32,Male,Yes,Debit Card,,"Writing, Reading, Travel",Books,Self-Help
4464,James Morton,james.morton@yahoo.com,Lucknow,Single,2600000,Yearly,Doctor,44,Female,Yes,Credit Card,,"Electronics, Technology, Travel",Watches,Analog
4465,Christopher Soto,christopher.soto@outlook.com,Thane,Single,1100000,Half Yearly,Entrepreneur,24,Female,No,Cash,,"Gadgets, Technology, Painting, Cooking",Smartphones,iPhone
4466,Daniel Jimenez,daniel.jimenez@gmail.com,Bangalore,Married,100000,Yearly,Entrepreneur,49,Female,Yes,Bank Transfer,,"Fashion, Beauty, Movies, Gardening",Beauty Products,Hair Dryer
4467,Michael Moore,michael.moore@hotmail.com,Mumbai,Married,200000,Quarterly,Chef,46,Male,No,PayPal,,"Reading, Writing, Cycling, Fitness",Books,Non-Fiction
4468,Theresa Mckay,theresa.mckay@hotmail.com,Kanpur,Single,1100000,Monthly,Teacher,26,Female,No,Bank Transfer,,"Technology, Electronics, Yoga, Hiking",Watches,Sports Watch
4469,Jeffrey Moran,jeffrey.moran@yahoo.com,Thane,Married,1100000,Yearly,Engineer,20,Male,No,Debit Card,,"Technology, Cars, Writing",Automobiles,Hatchback
4470,Mrs. Gloria Murphy,mrs..gloria.murphy@hotmail.com,Visakhapatnam,Single,1100000,Monthly,Artist,70,Female,No,Cash,,"Gadgets, Technology, Cooking",Smartphones,Google Pixel
4471,Michael Brooks,michael.brooks@hotmail.com,Delhi,Single,900000,Quarterly,Manager,64,Male,Yes,Venmo,,"Electronics, Technology, Movies, Sports",Watches,Analog
4472,Jose Harris,jose.harris@yahoo.com,Delhi,Single,1400000,Half Yearly,Entrepreneur,30,Female,Yes,Credit Card,,"Electronics, Technology, Cooking",Watches,Analog
4473,Jason Diaz,jason.diaz@hotmail.com,Delhi,Married,2000000,Yearly,Artist,52,Female,No,Credit Card,,"Shopping, Fashion, Gaming",Clothes,T-Shirt
4474,Amy Santiago,amy.santiago@yahoo.com,Thane,Married,900000,Half Yearly,Artist,69,Female,No,PayPal,,"Cars, Technology, Writing, Painting",Automobiles,Sedan
4475,Teresa Nelson,teresa.nelson@yahoo.com,Srinagar,Single,1900000,Monthly,Entrepreneur,28,Male,Yes,Bank Transfer,,"Reading, Writing, Gardening",Books,History
4476,Dana Jackson,dana.jackson@yahoo.com,Srinagar,Married,2300000,Half Yearly,Chef,20,Male,No,Venmo,,"Cars, Technology, Fitness, Writing",Automobiles,Luxury Car
4477,Lauren Kelley,lauren.kelley@yahoo.com,Lucknow,Single,2900000,Half Yearly,Lawyer,53,Male,Yes,Cash,,"Beauty, Fashion, Movies, Reading",Beauty Products,Conditioner
4478,Scott Ellis,scott.ellis@hotmail.com,Pune,Single,1800000,Quarterly,Lawyer,25,Male,Yes,Debit Card,,"Reading, Writing, Movies",Books,History
4479,Sherry Young,sherry.young@gmail.com,Bangalore,Single,1600000,Half Yearly,Chef,39,Female,Yes,PayPal,,"Beauty, Fashion, Fitness, Yoga",Beauty Products,Face Cream
4480,Richard Hughes,richard.hughes@yahoo.com,Kanpur,Married,2700000,Monthly,Manager,41,Male,No,PayPal,,"Reading, Writing, Technology, Photography",Books,Fiction
4481,Rebecca Bauer,rebecca.bauer@yahoo.com,Pune,Married,2300000,Half Yearly,Artist,44,Male,Yes,Bank Transfer,,"Technology, Electronics, Travel",Watches,Digital
4482,Ian Barton,ian.barton@outlook.com,Jaipur,Married,1600000,Half Yearly,Lawyer,67,Male,No,Bank Transfer,,"Fashion, Beauty, Art",Beauty Products,Face Cream
4483,Paul Chung,paul.chung@gmail.com,Delhi,Single,1000000,Half Yearly,Entrepreneur,29,Female,Yes,Debit Card,,"Cars, Technology, Movies, Fashion",Automobiles,Electric Car
4484,Laura Evans,laura.evans@hotmail.com,Ahmedabad,Married,2000000,Half Yearly,Engineer,31,Female,Yes,Debit Card,,"Cars, Technology, Gaming, Fitness",Automobiles,Convertible
4485,Jody Jackson,jody.jackson@outlook.com,Kolkata,Single,600000,Quarterly,Engineer,27,Female,Yes,Cash,,"Technology, Gadgets, Reading, Fitness",Smartphones,iPhone
4486,Rick Olson,rick.olson@yahoo.com,Ahmedabad,Married,300000,Quarterly,Chef,32,Male,No,Debit Card,,"Gadgets, Technology, Writing",Smartphones,Huawei
4487,James Rush,james.rush@hotmail.com,Surat,Married,2400000,Quarterly,Chef,45,Male,No,PayPal,,"Beauty, Fashion, Reading",Beauty Products,Shampoo
4488,Sean Jordan,sean.jordan@outlook.com,Surat,Single,2000000,Half Yearly,Banker,58,Female,Yes,PayPal,,"Writing, Reading, Cycling",Books,Self-Help
4489,Barbara Diaz,barbara.diaz@hotmail.com,Visakhapatnam,Single,2100000,Monthly,Engineer,28,Female,No,Cash,,"Cars, Technology, Movies",Automobiles,SUV
4490,Andrew Clark,andrew.clark@outlook.com,Varanasi,Single,700000,Monthly,Artist,21,Male,Yes,Cash,,"Cars, Technology, Yoga",Automobiles,Hatchback
4491,Mary Hughes,mary.hughes@outlook.com,Agra,Single,2600000,Yearly,Chef,27,Female,No,Credit Card,,"Fashion, Beauty, Yoga",Beauty Products,Perfume
4492,Laura Brown,laura.brown@yahoo.com,Patna,Married,1500000,Yearly,Entrepreneur,54,Male,No,Venmo,,"Cars, Technology, Fitness",Automobiles,Luxury Car
4493,Barry Miles,barry.miles@yahoo.com,Surat,Married,600000,Yearly,Entrepreneur,32,Female,Yes,PayPal,,"Fashion, Shopping, Dancing, Gardening",Clothes,Jacket
4494,Debra Williams,debra.williams@gmail.com,Vadodara,Married,2900000,Yearly,Lawyer,35,Female,Yes,Cash,,"Fashion, Shopping, Cooking",Clothes,T-Shirt
4495,Julie Robinson,julie.robinson@yahoo.com,Bangalore,Married,2900000,Monthly,Manager,52,Female,Yes,PayPal,,"Beauty, Fashion, Sports, Technology",Beauty Products,Shampoo
4496,Peggy Escobar MD,peggy.escobar.md@hotmail.com,Chennai,Single,1000000,Monthly,Artist,22,Female,Yes,Bank Transfer,,"Technology, Electronics, Cooking",Watches,Luxury Watch
4497,Victor Powers,victor.powers@outlook.com,Kolkata,Single,3000000,Quarterly,Entrepreneur,38,Female,No,PayPal,,"Electronics, Technology, Painting, Reading",Watches,Smartwatch
4498,Phillip Vance,phillip.vance@yahoo.com,Patna,Single,200000,Half Yearly,Banker,36,Male,No,Debit Card,,"Technology, Electronics, Hiking",Watches,Smartwatch
4499,Patrick Watts,patrick.watts@hotmail.com,Vadodara,Single,1500000,Quarterly,Chef,41,Male,Yes,Credit Card,,"Electronics, Technology, Photography",Watches,Sports Watch
4500,Mark Allen,mark.allen@yahoo.com,Mumbai,Married,600000,Yearly,Manager,47,Male,No,Venmo,,"Fashion, Beauty, Art, Gaming",Beauty Products,Hair Dryer
4501,William Gomez,william.gomez@yahoo.com,Vadodara,Single,700000,Monthly,Doctor,47,Male,No,PayPal,,"Technology, Cars, Movies, Cycling",Automobiles,Convertible
4502,Christopher Reed,christopher.reed@hotmail.com,Kolkata,Married,1400000,Quarterly,Chef,64,Male,Yes,Venmo,,"Technology, Gadgets, Writing, Yoga",Smartphones,Huawei
4503,Daniel Bell,daniel.bell@yahoo.com,Kanpur,Married,1500000,Quarterly,Doctor,46,Male,Yes,Bank Transfer,,"Reading, Writing, Music, Fitness",Books,Fiction
4504,Michelle Arnold,michelle.arnold@hotmail.com,Kanpur,Single,2200000,Yearly,Chef,64,Female,No,Debit Card,,"Cars, Technology, Reading",Automobiles,Sedan
4505,Jennifer Francis,jennifer.francis@gmail.com,Pune,Married,2300000,Yearly,Teacher,61,Male,Yes,Bank Transfer,,"Electronics, Technology, Art",Watches,Smartwatch
4506,Carrie Larson,carrie.larson@gmail.com,Thane,Single,2800000,Half Yearly,Chef,35,Male,No,PayPal,,"Reading, Writing, Movies",Books,Fiction
4507,Rodney Burke,rodney.burke@hotmail.com,Delhi,Married,2000000,Quarterly,Artist,63,Female,No,Venmo,,"Reading, Writing, Painting",Books,History
4508,Stephanie Choi,stephanie.choi@yahoo.com,Agra,Married,1700000,Quarterly,Engineer,61,Male,No,Credit Card,,"Writing, Reading, Gaming",Books,Non-Fiction
4509,Scott Green,scott.green@outlook.com,Indore,Married,2300000,Monthly,Entrepreneur,66,Female,No,Bank Transfer,,"Writing, Reading, Painting",Books,History
4510,Kathryn Mason,kathryn.mason@gmail.com,Chennai,Married,1500000,Quarterly,Teacher,24,Female,No,Credit Card,,"Reading, Writing, Electronics",Books,Non-Fiction
4511,Nicholas Martinez,nicholas.martinez@yahoo.com,Lucknow,Single,2200000,Quarterly,Doctor,23,Female,Yes,Debit Card,,"Beauty, Fashion, Movies, Travel",Beauty Products,Shampoo
4512,Kristine Townsend,kristine.townsend@hotmail.com,Indore,Single,1400000,Quarterly,Manager,24,Male,Yes,Cash,,"Gadgets, Technology, Photography, Electronics",Smartphones,iPhone
4513,Brenda Perry,brenda.perry@outlook.com,Srinagar,Married,2300000,Monthly,Engineer,56,Female,Yes,Venmo,,"Technology, Cars, Yoga",Automobiles,Convertible
4514,Kelly Wade,kelly.wade@hotmail.com,Jaipur,Single,200000,Half Yearly,Banker,28,Male,No,Debit Card,,"Beauty, Fashion, Electronics, Writing",Beauty Products,Conditioner
4515,Maria Mcpherson,maria.mcpherson@yahoo.com,Varanasi,Married,1700000,Monthly,Chef,62,Male,Yes,Bank Transfer,,"Technology, Cars, Dancing",Automobiles,Electric Car
4516,Sarah Eaton,sarah.eaton@outlook.com,Delhi,Married,200000,Quarterly,Chef,65,Male,No,PayPal,,"Reading, Writing, Fashion, Hiking",Books,Self-Help
4517,Robin Phillips,robin.phillips@gmail.com,Vadodara,Single,2300000,Yearly,Engineer,46,Male,Yes,Bank Transfer,,"Cars, Technology, Reading",Automobiles,Luxury Car
4518,Stephanie Berry,stephanie.berry@outlook.com,Delhi,Single,1100000,Monthly,Teacher,62,Male,No,PayPal,,"Technology, Gadgets, Hiking",Smartphones,Xiaomi
4519,Ryan Malone,ryan.malone@hotmail.com,Pune,Single,2500000,Monthly,Doctor,41,Male,No,Cash,,"Fashion, Shopping, Technology, Travel",Clothes,Skirt
4520,Jennifer Jones,jennifer.jones@gmail.com,Kolkata,Married,1900000,Monthly,Chef,66,Female,No,PayPal,,"Gadgets, Technology, Sports, Photography",Smartphones,OnePlus
4521,Angel Smith,angel.smith@yahoo.com,Agra,Married,1100000,Quarterly,Artist,68,Female,No,Credit Card,,"Shopping, Fashion, Music",Clothes,Skirt
4522,Judy Rodriguez,judy.rodriguez@hotmail.com,Indore,Married,600000,Monthly,Banker,25,Male,Yes,Bank Transfer,,"Gadgets, Technology, Painting, Sports",Smartphones,iPhone
4523,Larry Small,larry.small@hotmail.com,Chennai,Single,1900000,Quarterly,Chef,39,Male,No,Debit Card,,"Cars, Technology, Painting",Automobiles,Sedan
4524,Billy Barrett,billy.barrett@hotmail.com,Ahmedabad,Married,1300000,Yearly,Artist,49,Female,Yes,Credit Card,,"Technology, Electronics, Yoga, Reading",Watches,Luxury Watch
4525,Nicole Serrano,nicole.serrano@outlook.com,Jaipur,Single,700000,Half Yearly,Teacher,69,Male,No,PayPal,,"Fashion, Shopping, Hiking",Clothes,Jeans
4526,Caroline Garza,caroline.garza@yahoo.com,Jaipur,Single,1800000,Yearly,Manager,23,Male,No,Venmo,,"Technology, Electronics, Movies",Watches,Smartwatch
4527,Stacy Schmidt,stacy.schmidt@yahoo.com,Indore,Single,2100000,Half Yearly,Banker,68,Male,Yes,Venmo,,"Electronics, Technology, Cooking, Fitness",Watches,Smartwatch
4528,Lindsay Singh,lindsay.singh@outlook.com,Pune,Single,2600000,Half Yearly,Lawyer,29,Female,No,Debit Card,,"Cars, Technology, Gaming",Automobiles,Hatchback
4529,Deanna Raymond,deanna.raymond@outlook.com,Srinagar,Single,2100000,Monthly,Chef,53,Male,Yes,PayPal,,"Writing, Reading, Travel, Cycling",Books,Science
4530,Raymond Barton,raymond.barton@outlook.com,Indore,Married,2600000,Yearly,Entrepreneur,67,Female,Yes,Venmo,,"Technology, Electronics, Movies",Watches,Luxury Watch
4531,Kimberly Thompson,kimberly.thompson@yahoo.com,Hyderabad,Married,2700000,Yearly,Artist,49,Female,Yes,Cash,,"Gadgets, Technology, Photography, Painting",Smartphones,Huawei
4532,Erika Moody,erika.moody@outlook.com,Hyderabad,Married,1100000,Quarterly,Chef,58,Male,No,Cash,,"Electronics, Technology, Gaming, Painting",Watches,Analog
4533,Todd Hawkins,todd.hawkins@hotmail.com,Srinagar,Single,2700000,Half Yearly,Teacher,50,Female,No,Bank Transfer,,"Electronics, Technology, Reading",Watches,Luxury Watch
4534,John Hart,john.hart@outlook.com,Delhi,Single,1600000,Half Yearly,Banker,61,Male,Yes,PayPal,,"Fashion, Beauty, Electronics, Sports",Beauty Products,Conditioner
4535,Angela Hill,angela.hill@outlook.com,Srinagar,Single,1600000,Half Yearly,Teacher,26,Female,No,Debit Card,,"Technology, Gadgets, Gaming, Sports",Smartphones,Huawei
4536,Jeremy Mercer,jeremy.mercer@gmail.com,Varanasi,Single,2800000,Half Yearly,Chef,20,Male,Yes,Venmo,,"Fashion, Beauty, Art",Beauty Products,Conditioner
4537,Michael Shaw,michael.shaw@gmail.com,Srinagar,Married,2100000,Quarterly,Entrepreneur,38,Male,Yes,Bank Transfer,,"Reading, Writing, Cooking, Fitness",Books,History
4538,John Sparks MD,john.sparks.md@yahoo.com,Visakhapatnam,Single,100000,Yearly,Doctor,49,Female,No,Bank Transfer,,"Electronics, Technology, Art",Watches,Analog
4539,Jeremy Mendoza,jeremy.mendoza@outlook.com,Kolkata,Married,2100000,Quarterly,Manager,45,Female,No,Bank Transfer,,"Reading, Writing, Photography",Books,Biography
4540,Derek Smith,derek.smith@hotmail.com,Patna,Married,2600000,Yearly,Manager,27,Male,Yes,Credit Card,,"Gadgets, Technology, Dancing, Gardening",Smartphones,Samsung Galaxy
4541,Victor Garcia,victor.garcia@yahoo.com,Patna,Single,2300000,Monthly,Doctor,63,Female,Yes,Bank Transfer,,"Shopping, Fashion, Photography, Gaming",Clothes,T-Shirt
4542,Brian Horton,brian.horton@outlook.com,Bangalore,Single,100000,Quarterly,Lawyer,58,Female,Yes,Debit Card,,"Fashion, Shopping, Electronics",Clothes,Jacket
4543,Sylvia White,sylvia.white@hotmail.com,Kolkata,Single,3000000,Yearly,Banker,22,Female,No,Cash,,"Cars, Technology, Cycling, Yoga",Automobiles,Convertible
4544,Sarah Horton,sarah.horton@outlook.com,Jaipur,Married,200000,Yearly,Artist,24,Female,Yes,Venmo,,"Cars, Technology, Fashion",Automobiles,Electric Car
4545,Mr. John Owens MD,mr..john.owens.md@hotmail.com,Srinagar,Single,1500000,Half Yearly,Engineer,44,Male,No,Cash,,"Fashion, Beauty, Travel, Yoga",Beauty Products,Hair Dryer
4546,Kimberly Luna,kimberly.luna@yahoo.com,Vadodara,Single,100000,Monthly,Lawyer,52,Male,Yes,Credit Card,,"Reading, Writing, Photography",Books,Fiction
4547,Nathan Ward,nathan.ward@gmail.com,Surat,Single,2600000,Half Yearly,Manager,62,Female,No,Bank Transfer,,"Cars, Technology, Music",Automobiles,Convertible
4548,Matthew Kennedy,matthew.kennedy@yahoo.com,Srinagar,Single,1700000,Yearly,Lawyer,50,Male,Yes,Debit Card,,"Cars, Technology, Writing",Automobiles,Hatchback
4549,Kenneth Hall,kenneth.hall@hotmail.com,Surat,Married,2400000,Quarterly,Lawyer,41,Male,No,Debit Card,,"Technology, Cars, Electronics",Automobiles,SUV
4550,Gary Jackson,gary.jackson@hotmail.com,Mumbai,Single,900000,Monthly,Artist,37,Female,Yes,Cash,,"Writing, Reading, Gardening",Books,History
4551,Zachary Myers,zachary.myers@yahoo.com,Hyderabad,Married,1100000,Yearly,Engineer,38,Female,Yes,Cash,,"Electronics, Technology, Dancing",Watches,Luxury Watch
4552,John Austin,john.austin@outlook.com,Kanpur,Single,2900000,Monthly,Entrepreneur,19,Female,Yes,Credit Card,,"Writing, Reading, Art",Books,Non-Fiction
4553,Eric Garza,eric.garza@yahoo.com,Lucknow,Single,2800000,Yearly,Engineer,18,Male,No,Bank Transfer,,"Cars, Technology, Music, Reading",Automobiles,Electric Car
4554,Katherine Allen,katherine.allen@outlook.com,Srinagar,Married,2500000,Quarterly,Engineer,66,Male,No,PayPal,,"Technology, Gadgets, Photography, Hiking",Smartphones,iPhone
4555,Vincent Robbins,vincent.robbins@hotmail.com,Agra,Single,700000,Half Yearly,Entrepreneur,60,Male,No,Bank Transfer,,"Beauty, Fashion, Electronics, Fitness",Beauty Products,Hair Dryer
4556,William Brennan,william.brennan@hotmail.com,Vadodara,Single,2300000,Yearly,Banker,21,Male,Yes,Credit Card,,"Reading, Writing, Gaming",Books,Fiction
4557,Hailey Daugherty,hailey.daugherty@yahoo.com,Kolkata,Single,900000,Quarterly,Teacher,52,Male,No,PayPal,,"Cars, Technology, Hiking, Cycling",Automobiles,Convertible
